Sexo;Ocupación;Tipo de sector;Periodo;Total
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2019T1;448,8
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2018T4;446,9
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2018T3;445,4
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2018T2;460,3
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2018T1;450,5
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2017T4;461,5
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2017T3;463,9
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2017T2;469,4
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2017T1;477,7
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2016T4;460,7
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2016T3;439,3
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2016T2;420,1
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2016T1;439,7
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2015T4;441,2
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2015T3;435,8
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2015T2;444,2
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2015T1;433,3
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2014T4;437,4
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2014T3;438,5
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2014T2;446,2
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2014T1;436,5
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2013T4;434,3
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2013T3;453,3
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2013T2;462,6
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2013T1;454,1
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2012T4;451,9
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2012T3;481,6
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2012T2;454,1
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2012T1;457,1
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2011T4;457,7
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2011T3;470,7
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2011T2;474,4
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2011T1;464,2
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2024T3;16,4
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2024T2;16,5
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2024T1;13,6
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2023T4;15,2
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2023T3;19,5
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2023T2;21,1
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2023T1;25,3
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2022T4;27,4
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2022T3;23,4
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2022T2;25,8
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2022T1;18,6
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2021T4;15,8
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2021T3;16,7
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2021T2;14,5
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2021T1;16
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2020T4;19,2
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2020T3;19,4
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2020T2;18,6
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2020T1;17,5
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2019T4;14,3
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2019T3;11,8
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2019T2;12,7
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2019T1;17,9
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2018T4;18,2
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2018T3;19
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2018T2;17,4
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2018T1;18,2
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2017T4;18
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2017T3;20,2
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2017T2;19,4
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2017T1;17,3
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2016T4;20,4
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2016T3;19,5
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2016T2;18,7
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2016T1;19,7
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2015T4;19,6
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2015T3;29
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2015T2;25,1
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2015T1;19
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2014T4;17,3
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2014T3;19,1
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2014T2;18
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2014T1;18,8
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2013T4;21,8
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2013T3;21,5
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2013T2;20,9
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2013T1;22,6
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2012T4;25,9
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2012T3;25,4
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2012T2;19,2
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2012T1;20,7
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2011T4;27,8
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2011T3;32,1
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2011T2;28,1
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo público;2011T1;23
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2024T3;404,2
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2024T2;403,2
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2024T1;409,2
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2023T4;413,9
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2023T3;422,4
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2023T2;433,2
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2023T1;428,4
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2022T4;433,7
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2022T3;441,9
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2022T2;436,1
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2022T1;419,5
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2021T4;448,5
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2021T3;461,5
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2021T2;440,4
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2021T1;435,4
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2020T4;415,5
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2020T3;401,5
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2020T2;397,8
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2020T1;403,9
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2019T4;413,4
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2019T3;419,9
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2019T2;443,7
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2019T1;430,8
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2018T4;428,7
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2018T3;426,5
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2018T2;443
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2018T1;432,3
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2017T4;443,5
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2017T3;443,7
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2017T2;450
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2017T1;460,4
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2016T4;440,3
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2016T3;419,8
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2016T2;401,4
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2016T1;420
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2015T4;421,5
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2015T3;406,8
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2015T2;419
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2015T1;414,3
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2014T4;420
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2014T3;419,4
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2014T2;428,1
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2014T1;417,7
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2013T4;412,5
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2013T3;431,8
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2013T2;441,7
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2013T1;431,5
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2012T4;426
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2012T3;456,3
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2012T2;434,8
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2012T1;436,4
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2011T4;429,9
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2011T3;438,6
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2011T2;446,3
Ambos sexos;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Empleo privado;2011T1;441,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2024T3;2.329,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2024T2;2.281
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2024T1;2.281,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2023T4;2.295,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2023T3;2.284,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2023T2;2.243,9
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2023T1;2.230,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2022T4;2.215,1
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2022T3;2.205
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2022T2;2.168,1
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2022T1;2.139,9
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2021T4;2.157,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2021T3;2.153,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2021T2;2.180,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2021T1;2.125,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2020T4;2.185,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2020T3;2.131,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2020T2;2.053,9
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2020T1;2.169,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2019T4;2.193,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2019T3;2.193,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2019T2;2.190,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2019T1;2.149,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2018T4;2.160,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2018T3;2.170,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2018T2;2.186,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2018T1;2.146
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2017T4;2.142
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2017T3;2.147,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2017T2;2.138,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2017T1;2.053
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2016T4;2.072
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2016T3;2.091,6
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2016T2;2.059
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2016T1;2.026,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2015T4;2.005,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2015T3;2.015,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2015T2;1.983,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2015T1;1.963,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2014T4;1.946,6
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2014T3;1.916,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2014T2;1.871,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2014T1;1.831,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2013T4;1.876,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2013T3;1.867,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2013T2;1.878,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2013T1;1.878,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2012T4;1.912,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2012T3;2.011,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2012T2;2.045,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2012T1;2.059,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2011T4;2.161,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2011T3;2.235,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2011T2;2.286,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2011T1;2.259,1
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empleo público;2024T3;84,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empleo público;2024T2;73,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empleo público;2024T1;73,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empleo público;2023T4;81,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empleo público;2023T3;77,1
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empleo público;2023T2;73,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empleo público;2023T1;74,9
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empleo público;2022T4;79,9
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empleo público;2022T3;72
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empleo público;2022T2;63,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empleo público;2022T1;65
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empleo público;2021T4;57,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empleo público;2021T3;60,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empleo público;2021T2;65,6
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empleo público;2021T1;62,6
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empleo público;2020T4;74
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empleo público;2020T3;78,1
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empleo público;2020T2;78,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empleo público;2020T1;76,1
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empleo público;2019T4;77,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empleo público;2019T3;75,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Empleo público;2019T2;70,3
